 200.00 	0.0410
 200.50 	0.0262
 201.00 	0.0160
 201.50 	0.0121
 202.00 	0.0135
 202.50 	0.0184
 203.00 	0.0237
 203.50 	0.0266
 204.00 	0.0279
 204.50 	0.0283
 205.00 	0.0276
 205.50 	0.0268
 206.00 	0.0267
 206.50 	0.0255
 207.00 	0.0237
 207.50 	0.0220
 208.00 	0.0210
 208.50 	0.0218
 209.00 	0.0237
 209.50 	0.0258
 210.00 	0.0280
 210.50 	0.0290
 211.00 	0.0290
 211.50 	0.0291
 212.00 	0.0276
 212.50 	0.0259
 213.00 	0.0239
 213.50 	0.0217
 214.00 	0.0200
 214.50 	0.0201
 215.00 	0.0197
 215.50 	0.0197
 216.00 	0.0189
 216.50 	0.0176
 217.00 	0.0154
 217.50 	0.0139
 218.00 	0.0143
 218.50 	0.0164
 219.00 	0.0185
 219.50 	0.0210
 220.00 	0.0225
 220.50 	0.0230
 221.00 	0.0239
 221.50 	0.0248
 222.00 	0.0252
 222.50 	0.0256
 223.00 	0.0259
 223.50 	0.0258
 224.00 	0.0253
 224.50 	0.0243
 225.00 	0.0230
 225.50 	0.0206
 226.00 	0.0178
 226.50 	0.0163
 227.00 	0.0157
 227.50 	0.0157
 228.00 	0.0172
 228.50 	0.0199
 229.00 	0.0238
 229.50 	0.0283
 230.00 	0.0316
 230.50 	0.0339
 231.00 	0.0330
 231.50 	0.0303
 232.00 	0.0269
 232.50 	0.0229
 233.00 	0.0187
 233.50 	0.0173
 234.00 	0.0158
 234.50 	0.0151
 235.00 	0.0162
 235.50 	0.0184
 236.00 	0.0202
 236.50 	0.0234
 237.00 	0.0255
 237.50 	0.0257
 238.00 	0.0236
 238.50 	0.0195
 239.00 	0.0143
 239.50 	0.0111
 240.00 	0.0102
 240.50 	0.0107
 241.00 	0.0125
 241.50 	0.0151
 242.00 	0.0172
 242.50 	0.0198
 243.00 	0.0233
 243.50 	0.0260
 244.00 	0.0284
 244.50 	0.0297
 245.00 	0.0282
 245.50 	0.0248
 246.00 	0.0213
 246.50 	0.0178
 247.00 	0.0168
 247.50 	0.0182
 248.00 	0.0199
 248.50 	0.0193
 249.00 	0.0181
 249.50 	0.0157
 250.00 	0.0160
 250.50 	0.0186
 251.00 	0.0218
 251.50 	0.0234
 252.00 	0.0239
 252.50 	0.0226
 253.00 	0.0225
 253.50 	0.0233
 254.00 	0.0246
 254.50 	0.0261
 255.00 	0.0285
 255.50 	0.0304
 256.00 	0.0317
 256.50 	0.0318
 257.00 	0.0296
 257.50 	0.0257
 258.00 	0.0216
 258.50 	0.0193
 259.00 	0.0185
 259.50 	0.0185
 260.00 	0.0199
 260.50 	0.0216
 261.00 	0.0226
 261.50 	0.0241
 262.00 	0.0249
 262.50 	0.0240
 263.00 	0.0213
 263.50 	0.0207
 264.00 	0.0193
 264.50 	0.0200
 265.00 	0.0221
 265.50 	0.0251
 266.00 	0.0256
 266.50 	0.0267
 267.00 	0.0258
 267.50 	0.0242
 268.00 	0.0225
 268.50 	0.0209
 269.00 	0.0179
 269.50 	0.0159
 270.00 	0.0153
