 200.00 	17.323
 200.50 	16.974
 201.00 	16.782
 201.50 	16.693
 202.00 	16.701
 202.50 	16.795
 203.00 	16.845
 203.50 	16.865
 204.00 	16.929
 204.50 	16.985
 205.00 	17.002
 205.50 	16.972
 206.00 	16.888
 206.50 	16.797
 207.00 	16.723
 207.50 	16.682
 208.00 	16.674
 208.50 	16.710
 209.00 	16.719
 209.50 	16.733
 210.00 	16.718
 210.50 	16.672
 211.00 	16.602
 211.50 	16.602
 212.00 	16.603
 212.50 	16.627
 213.00 	16.678
 213.50 	16.756
 214.00 	16.779
 214.50 	16.828
 215.00 	16.897
 215.50 	16.918
 216.00 	16.892
 216.50 	16.879
 217.00 	16.795
 217.50 	16.714
 218.00 	16.684
 218.50 	16.640
 219.00 	16.586
 219.50 	16.563
 220.00 	16.510
 220.50 	16.468
 221.00 	16.454
 221.50 	16.454
 222.00 	16.484
 222.50 	16.522
 223.00 	16.495
 223.50 	16.452
 224.00 	16.376
 224.50 	16.292
 225.00 	16.251
 225.50 	16.253
 226.00 	16.264
 226.50 	16.284
 227.00 	16.288
 227.50 	16.254
 228.00 	16.226
 228.50 	16.215
 229.00 	16.233
 229.50 	16.238
 230.00 	16.236
 230.50 	16.184
 231.00 	16.102
 231.50 	15.970
 232.00 	15.905
 232.50 	15.840
 233.00 	15.823
 233.50 	15.814
 234.00 	15.830
 234.50 	15.784
 235.00 	15.806
 235.50 	15.819
 236.00 	15.830
 236.50 	15.818
 237.00 	15.806
 237.50 	15.705
 238.00 	15.623
 238.50 	15.554
 239.00 	15.499
 239.50 	15.466
 240.00 	15.478
 240.50 	15.479
 241.00 	15.492
 241.50 	15.507
 242.00 	15.484
 242.50 	15.431
 243.00 	15.360
 243.50 	15.296
 244.00 	15.270
 244.50 	15.281
 245.00 	15.288
 245.50 	15.282
 246.00 	15.229
 246.50 	15.152
 247.00 	15.118
 247.50 	15.150
 248.00 	15.224
 248.50 	15.334
 249.00 	15.419
 249.50 	15.408
 250.00 	15.355
 250.50 	15.258
 251.00 	15.162
 251.50 	15.121
 252.00 	15.159
 252.50 	15.223
 253.00 	15.319
 253.50 	15.375
 254.00 	15.406
 254.50 	15.410
 255.00 	15.404
 255.50 	15.393
 256.00 	15.385
 256.50 	15.334
